PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,AQI
24.429,59.049,35.117,5.701,0.835,29.752,15.61,44.526,87.0
59.432,84.097,47.907,6.53,0.84,64.956,5.268,28.75,119.0
24.851,100.56,21.654,6.717,0.729,31.509,27.849,76.284,100.0
25.445,68.007,41.815,7.269,0.9,54.861,11.439,78.092,104.0
55.944,101.812,39.479,3.645,0.861,28.439,13.147,35.592,111.0
51.217,79.093,41.485,4.562,0.147,43.331,13.285,87.575,103.0
43.663,64.237,39.392,8.179,0.949,54.015,14.363,30.356,98.0
47.811,38.798,27.89,3.705,0.525,61.316,25.81,89.309,95.0
31.587,113.406,46.343,2.944,0.743,30.54,10.6,64.442,115.0
34.314,56.868,43.909,2.622,1.048,47.479,8.615,35.537,109.0
63.274,92.92,42.92,4.473,0.686,40.79,7.071,31.012,126.0
25.442,69.289,25.216,6.211,0.938,55.401,16.032,89.034,69.0
62.752,62.901,15.883,5.016,0.764,58.468,28.426,71.188,125.0
8.126,58.43,36.518,3.038,0.717,74.872,12.884,55.923,91.0
23.42,37.086,29.496,11.092,0.543,12.032,11.053,27.489,73.0
32.29,60.149,40.396,5.565,0.809,52.904,37.835,33.914,100.0
3.797,76.639,28.378,5.519,0.751,36.712,35.208,39.276,76.0
21.2,94.815,63.148,5.921,0.451,41.167,35.842,75.465,157.0
31.621,20.086,25.789,10.752,0.541,84.63,8.565,87.28,64.0
43.687,78.022,1.841,7.277,0.388,76.438,29.58,73.601,87.0
7.179,74.64,26.98,6.649,0.469,45.793,26.603,75.68,74.0
28.568,88.819,26.863,4.397,1.079,36.519,11.9,39.474,88.0
37.28,56.588,44.183,8.314,0.582,60.155,17.461,58.389,110.0
60.098,35.396,42.237,2.339,0.533,38.742,17.738,67.515,120.0
60.293,55.129,37.025,4.266,1.123,61.672,16.4,69.914,120.0
40.191,77.906,34.117,8.606,0.997,49.568,7.844,53.418,85.0
35.957,21.806,50.022,6.061,0.673,48.536,35.987,35.379,125.0
7.866,43.933,12.248,7.203,0.673,45.462,35.553,65.113,43.0
39.463,82.311,21.281,3.14,1.037,57.68,5.688,89.51,82.0
29.89,58.14,42.613,7.627,0.307,19.633,8.83,89.442,106.0
13.066,71.858,20.974,3.345,0.988,57.444,35.35,50.639,71.0
59.954,84.399,10.35,5.757,0.654,79.261,36.558,44.624,119.0
36.555,70.178,47.651,5.307,0.513,69.883,27.225,61.249,119.0
14.006,57.461,41.754,11.723,0.838,45.708,7.365,62.764,104.0
71.921,93.927,55.863,4.158,0.929,47.375,18.965,42.794,143.0
47.152,65.877,28.931,8.05,0.792,46.737,11.552,80.026,94.0
70.098,37.613,40.955,8.479,0.302,45.658,17.445,27.653,140.0
75.626,70.082,42.22,10.725,1.264,66.334,31.352,47.826,151.0
49.191,65.903,24.72,9.676,0.792,57.144,36.559,60.156,98.0
4.608,76.446,39.941,6.76,0.733,39.661,36.064,84.161,99.0
22.785,60.925,17.066,6.265,1.069,29.915,10.523,59.979,60.0
32.355,69.187,35.527,8.168,0.964,51.91,8.512,33.813,88.0
37.726,48.793,23.704,4.862,0.63,63.86,12.31,30.782,75.0
16.888,65.135,36.278,5.298,1.301,36.023,31.761,27.236,90.0
23.204,44.502,13.39,7.622,1.107,60.302,11.334,85.261,46.0
6.948,59.443,37.038,6.291,1.052,41.553,17.811,78.443,92.0
29.791,81.835,21.936,9.845,0.886,58.564,25.421,78.455,81.0
75.666,62.611,22.559,8.596,0.96,54.666,16.789,43.624,151.0
43.067,98.655,39.454,8.337,1.159,47.832,28.025,55.412,98.0
35.724,69.575,41.99,6.742,0.968,50.747,13.988,29.095,104.0
22.625,44.386,71.484,6.564,1.303,34.439,34.44,58.902,178.0
68.259,94.519,51.111,9.187,1.052,44.319,29.348,79.119,136.0
66.74,48.482,51.636,7.486,1.186,56.098,30.834,50.063,133.0
27.659,22.423,18.137,7.126,0.351,38.486,37.891,72.303,55.0
49.529,76.14,25.917,5.795,0.935,23.228,12.856,81.442,99.0
15.816,89.217,23.841,6.058,0.697,51.876,23.987,64.888,89.0
49.462,99.207,33.261,7.849,0.85,48.191,33.451,88.589,99.0
45.374,74.086,18.48,5.806,0.525,66.782,37.759,69.528,90.0
14.614,121.27,23.457,6.191,0.269,44.516,35.685,62.767,121.0
31.83,55.065,28.012,6.592,0.748,43.97,18.755,64.195,70.0
27.713,70.362,36.308,5.766,0.675,35.652,32.222,58.198,90.0
55.268,57.164,41.597,7.401,0.857,48.029,27.078,57.547,110.0
3.829,84.79,26.815,6.287,0.75,23.258,24.877,63.062,84.0
38.88,23.881,34.061,5.4,0.737,49.741,5.093,46.943,85.0
40.184,35.296,18.715,6.283,1.27,35.758,16.976,33.795,80.0
42.874,40.044,31.117,7.858,0.667,57.948,30.599,44.8,85.0
47.442,29.133,20.736,9.158,0.26,58.772,25.967,50.154,94.0
58.282,85.681,49.449,5.502,1.255,44.838,10.227,28.664,123.0
59.583,60.755,41.651,5.132,0.583,26.649,15.296,84.09,119.0
10.469,104.053,35.654,2.982,0.805,40.297,15.684,35.628,104.0
35.894,74.857,36.291,4.395,0.824,69.37,27.789,57.176,90.0
8.454,127.874,26.868,7.611,0.637,37.954,18.202,45.86,127.0
52.071,70.326,54.063,7.093,0.888,39.368,12.284,52.778,135.0
24.317,83.599,18.613,4.365,0.188,66.016,12.624,66.022,83.0
51.989,41.109,28.896,4.643,1.007,46.003,24.887,89.128,103.0
48.504,95.399,30.799,8.413,0.674,29.131,27.414,84.288,97.0
42.992,50.87,20.265,9.435,0.616,47.734,37.966,32.94,85.0
61.467,70.275,32.232,1.804,0.623,52.929,35.906,67.012,122.0
43.808,68.247,55.394,4.824,0.555,56.806,36.865,86.892,138.0
30.473,63.922,24.698,3.836,0.808,45.86,18.447,68.114,63.0
18.811,16.402,63.824,1.306,1.03,72.183,35.709,58.732,159.0
34.551,55.135,23.095,5.541,0.976,31.041,30.938,34.27,69.0
67.941,77.538,23.157,3.454,0.756,30.72,36.825,70.414,135.0
14.877,81.975,20.785,6.735,1.11,44.751,10.822,87.114,81.0
43.828,84.735,42.958,9.291,0.646,69.379,20.195,61.534,107.0
44.977,102.068,23.504,7.861,0.774,63.715,34.531,46.735,102.0
35.465,46.807,60.693,1.743,0.882,15.87,15.759,77.57,151.0
21.876,25.738,25.092,8.514,0.896,56.223,17.195,61.531,62.0
17.333,91.516,8.602,6.083,0.893,67.571,30.504,27.408,91.0
67.438,56.671,28.307,6.965,1.014,67.756,17.145,70.089,134.0
34.198,65.521,44.181,8.161,0.667,68.362,30.665,52.443,110.0
37.053,43.858,33.317,6.045,0.701,55.674,34.596,85.183,83.0
36.462,58.997,27.048,7.819,0.517,45.583,19.653,48.127,72.0
44.959,40.916,17.386,2.128,0.839,42.646,13.852,53.545,89.0
62.495,43.096,33.841,5.794,1.047,13.98,15.832,49.668,124.0
44.811,51.524,38.72,5.134,0.795,53.983,27.263,46.23,96.0
57.158,68.55,35.225,4.198,0.546,24.971,37.683,89.907,114.0
43.401,51.966,24.988,7.443,0.893,51.904,6.904,69.428,86.0
48.023,44.135,39.292,6.097,0.832,88.82,13.117,82.127,98.0
71.338,62.585,31.841,4.738,0.595,49.711,9.867,26.685,142.0
35.498,67.107,37.566,4.554,1.02,28.987,8.518,31.005,93.0
31.712,53.917,16.292,5.917,1.331,38.386,21.786,66.656,63.0
28.523,118.947,36.903,9.028,1.182,34.886,14.505,38.05,118.0
53.877,106.042,53.017,7.768,0.707,34.336,16.091,57.854,132.0
49.973,17.31,43.084,10.68,0.55,49.097,7.771,45.219,107.0
17.592,96.274,13.916,8.353,1.038,57.282,19.464,34.643,96.0
4.613,104.454,40.779,9.643,0.907,39.043,28.981,74.304,104.0
27.064,51.892,25.836,5.414,0.796,52.926,24.051,86.668,64.0
39.223,111.605,19.48,7.393,1.061,60.294,35.936,71.327,111.0
24.459,90.978,23.274,5.495,1.069,26.726,23.026,37.687,90.0
41.333,65.546,34.643,6.133,0.799,55.793,24.567,42.206,86.0
5.944,103.872,29.962,7.528,1.26,28.326,35.12,76.964,103.0
70.199,76.407,28.1,6.52,0.703,23.247,33.115,49.709,140.0
41.925,98.479,55.004,3.258,0.755,83.395,11.889,81.366,137.0
36.521,78.953,14.444,6.677,0.488,56.387,20.022,26.857,78.0
22.783,23.41,22.723,4.617,0.943,13.753,24.88,39.699,56.0
30.786,112.637,46.404,10.661,0.491,63.923,18.85,61.156,116.0
24.729,40.893,1.263,4.153,0.498,31.19,14.598,37.779,49.0
49.135,50.105,25.77,4.897,1.059,56.829,10.056,83.885,98.0
5.965,83.012,36.271,6.849,1.43,28.399,30.421,88.057,90.0
35.905,76.829,27.976,1.532,0.461,40.626,11.322,25.266,76.0
65.237,81.501,25.301,5.785,0.581,33.199,5.479,73.749,130.0
15.245,75.913,7.542,6.857,0.705,43.932,20.808,69.73,75.0
42.947,115.746,16.627,6.683,0.514,36.284,11.596,28.471,115.0
54.352,64.217,42.085,1.889,1.183,78.953,13.834,34.47,108.0
44.034,121.13,25.575,9.111,0.667,29.861,14.114,39.242,121.0
80.657,81.212,34.618,6.093,0.834,50.449,35.03,27.344,161.0
35.516,60.88,38.603,12.663,0.955,60.604,36.672,54.448,96.0
70.392,71.285,35.677,6.52,1.317,66.81,29.529,33.075,140.0
33.284,110.857,17.179,3.262,0.568,63.752,13.005,30.144,110.0
12.583,41.604,19.172,11.698,0.686,43.187,22.702,88.712,47.0
35.059,53.982,46.024,4.628,0.706,28.788,21.876,71.491,115.0
35.413,90.752,36.245,3.326,1.242,28.745,13.1,68.89,90.0
29.318,41.584,23.406,5.73,0.806,64.033,20.661,42.812,58.0
51.529,38.881,53.275,2.967,0.892,70.987,17.936,80.61,133.0
45.253,45.899,15.261,6.901,0.618,47.572,7.194,75.88,90.0
26.574,65.789,8.598,12.4,0.768,63.774,12.839,62.682,65.0
38.218,62.329,29.638,9.509,0.836,53.189,23.839,63.757,76.0
48.548,70.524,12.123,7.927,0.678,67.472,6.53,53.571,97.0
52.111,83.459,35.14,4.379,0.74,57.518,7.122,89.663,104.0
26.953,58.185,15.878,11.498,0.883,42.763,16.596,65.71,58.0
26.171,83.036,9.167,8.816,0.451,51.083,6.782,65.218,83.0
10.409,79.108,16.323,7.671,0.793,55.918,22.052,87.56,79.0
17.601,81.537,25.69,5.331,0.644,57.1,12.723,59.536,81.0
89.089,39.149,46.067,11.267,0.96,36.945,37.536,80.542,178.0
41.477,40.012,38.648,5.462,0.661,67.558,11.99,55.04,96.0
66.74,23.898,11.496,6.473,1.081,41.992,15.568,77.758,133.0
44.588,80.925,44.662,9.586,0.533,37.591,23.48,39.756,111.0
28.573,51.614,25.546,7.255,0.837,45.096,10.893,59.211,63.0
46.028,99.059,5.748,7.876,0.838,69.575,35.29,36.588,99.0
14.458,92.691,45.5,9.595,0.971,33.841,31.907,81.206,113.0
43.279,84.669,30.114,6.222,0.869,48.061,18.838,63.762,86.0
14.064,75.648,31.092,4.279,0.969,78.424,17.874,28.092,77.0
12.54,48.657,46.633,5.017,0.75,56.397,10.333,29.001,116.0
49.742,61.153,27.48,7.194,0.396,34.895,14.319,72.575,99.0
30.668,70.453,26.405,6.609,0.773,58.125,10.858,27.648,70.0
44.106,60.686,5.288,6.007,0.873,62.931,21.032,43.699,88.0
54.458,45.439,31.709,10.132,0.525,40.62,27.197,50.808,108.0
19.998,108.005,45.486,5.752,1.101,54.945,22.142,35.806,113.0
54.99,75.771,40.678,3.847,0.573,48.524,12.13,77.831,109.0
42.703,42.897,15.408,3.939,0.503,61.0,24.317,38.964,85.0
25.72,72.676,21.71,6.999,0.403,66.308,6.189,89.946,72.0
75.772,113.733,28.789,6.89,0.876,53.702,37.896,34.903,151.0
38.34,66.319,37.461,8.658,0.814,57.869,24.105,81.978,93.0
27.122,85.181,58.589,0.346,1.238,18.58,23.432,61.526,146.0
41.602,76.739,46.331,6.807,0.636,33.097,8.681,39.681,115.0
65.289,48.636,20.834,4.348,0.459,46.974,18.819,84.326,130.0
50.444,59.123,19.311,4.753,1.437,32.048,15.687,54.874,100.0
44.607,35.812,42.354,3.141,0.874,71.99,26.567,72.498,105.0
27.681,86.059,20.847,1.951,0.657,48.503,7.094,63.556,86.0
40.979,48.856,37.145,5.891,1.044,62.563,8.272,59.822,92.0
52.199,36.354,2.701,9.72,0.258,40.23,7.925,87.029,104.0
9.36,86.483,46.758,3.102,0.942,64.982,37.406,39.573,116.0
36.221,104.09,46.623,5.615,0.674,36.153,16.208,25.201,116.0
39.295,79.352,38.128,2.24,1.403,84.955,21.703,58.033,95.0
12.387,80.312,26.993,2.441,0.949,29.902,29.766,79.853,80.0
55.676,35.622,13.088,1.522,0.446,11.835,30.798,75.624,111.0
49.427,32.758,56.815,4.959,0.643,28.177,19.858,39.032,142.0
47.822,69.343,21.634,8.773,1.243,49.906,21.16,75.541,95.0
66.638,96.881,6.864,8.352,1.048,62.903,31.427,68.412,133.0
87.655,0.061,38.276,4.427,1.032,20.636,25.781,38.197,175.0
33.324,33.453,11.915,4.614,0.724,48.952,32.198,30.697,66.0
15.893,30.86,18.26,4.968,0.482,51.338,33.283,82.166,45.0
49.002,76.968,7.533,8.074,0.81,52.073,16.671,40.044,98.0
58.804,91.336,41.182,9.936,0.627,57.456,27.932,72.937,117.0
4.827,119.057,61.016,6.029,0.901,63.253,24.208,49.461,152.0
70.039,102.509,46.508,9.941,0.862,50.766,7.636,59.918,140.0
32.831,82.729,44.85,4.568,0.747,74.251,34.744,37.572,112.0
27.429,61.56,27.231,2.793,0.534,49.18,29.858,77.641,68.0
53.543,59.136,14.989,8.616,0.375,37.201,28.504,56.684,107.0
50.67,38.847,21.93,7.822,1.225,48.872,36.837,74.267,101.0
53.554,71.053,38.434,6.866,0.636,65.411,11.328,29.317,107.0
26.101,54.873,34.958,5.932,0.541,48.012,32.785,35.839,87.0
36.431,88.941,36.394,8.736,1.389,61.779,31.515,81.896,90.0
63.196,102.903,65.696,7.504,0.582,36.099,29.872,48.161,164.0
32.841,77.662,45.867,2.607,0.552,45.821,21.12,26.714,114.0
43.532,98.628,20.607,5.363,0.673,34.002,34.787,69.25,98.0
43.744,56.829,23.536,9.825,0.927,39.29,8.955,44.368,87.0
33.307,82.572,35.14,4.377,0.4,51.579,36.273,47.6,87.0
5.274,129.87,28.343,8.231,1.051,26.293,31.494,33.504,129.0
61.944,42.896,57.031,5.448,0.737,38.879,11.873,87.517,142.0
68.781,76.284,30.741,0.798,1.042,58.427,33.028,41.013,137.0
63.896,58.83,28.18,1.68,0.461,30.805,29.607,55.146,127.0
45.169,58.367,39.445,5.274,0.583,14.115,22.747,26.635,98.0
1.312,68.963,55.211,7.533,0.466,57.095,14.086,63.169,138.0
44.479,94.435,58.046,5.163,0.358,88.978,8.972,83.177,145.0
39.781,25.34,11.058,8.373,0.848,28.195,16.36,81.446,79.0
22.594,69.867,34.341,5.972,0.647,54.351,19.304,86.803,85.0
36.551,58.054,35.09,9.912,0.964,46.431,29.482,29.305,87.0
71.948,105.802,61.983,10.964,0.897,27.439,6.94,35.331,154.0
46.94,71.91,36.312,9.707,1.33,44.522,24.629,25.007,93.0
42.315,82.021,26.737,7.953,0.806,55.281,27.681,31.347,84.0
40.423,95.368,33.963,5.91,1.094,72.535,24.419,52.704,95.0
29.882,86.336,40.328,7.003,0.969,52.388,11.541,78.676,100.0
44.195,55.244,20.665,9.542,0.647,43.989,10.426,64.307,88.0
47.381,75.834,52.497,7.083,0.557,53.149,36.044,86.689,131.0
72.802,74.438,31.284,3.322,0.894,58.466,5.603,83.011,145.0
21.405,11.262,25.723,4.139,0.756,46.367,13.932,55.059,64.0
70.589,36.706,15.988,8.097,1.176,67.057,15.289,85.386,141.0
27.761,60.74,16.255,2.748,1.057,50.398,28.64,70.034,60.0
40.204,59.115,31.587,4.068,0.74,41.511,34.582,52.655,80.0
22.251,57.588,40.083,3.978,0.699,50.534,29.266,82.155,100.0
31.069,20.061,49.889,8.668,0.403,43.971,10.511,77.323,124.0
48.545,55.472,44.146,5.339,0.872,64.756,33.397,27.641,110.0
34.282,84.996,32.597,9.256,0.444,18.738,29.15,47.471,84.0
44.347,146.05,27.499,5.388,0.738,37.849,12.126,67.099,146.0
42.309,92.354,17.088,8.734,1.016,69.866,8.286,74.268,92.0
65.337,45.713,15.379,5.242,0.331,39.055,5.397,79.898,130.0
55.407,55.175,23.401,8.716,1.388,39.914,9.746,49.163,110.0
26.769,50.826,28.861,6.197,1.094,23.735,6.027,73.056,72.0
39.755,75.049,36.557,7.91,0.611,45.13,22.777,43.02,91.0
32.966,74.951,30.6,4.157,0.805,68.664,10.395,37.787,76.0
35.716,63.36,52.407,4.743,0.215,67.78,30.154,54.415,131.0
63.916,11.156,30.044,3.871,0.884,43.925,20.221,79.254,127.0
69.469,59.032,25.176,4.663,1.343,41.643,15.563,42.321,138.0
18.971,64.022,35.575,5.665,0.633,45.251,26.043,57.421,88.0
27.102,63.694,34.954,7.47,0.676,58.341,24.669,76.129,87.0
0.221,75.299,8.665,2.605,0.983,53.164,13.022,76.399,75.0
61.059,98.415,30.273,6.821,0.864,48.6,19.784,74.431,122.0
55.81,76.537,50.017,5.115,0.742,36.383,6.521,87.455,125.0
41.252,93.189,4.992,8.479,0.887,18.959,14.008,55.516,93.0
53.945,82.42,24.138,5.356,0.91,47.446,7.989,83.527,107.0
26.532,54.124,23.393,7.705,0.783,60.731,15.989,79.625,58.0
46.386,72.238,38.382,2.723,0.919,56.194,33.31,42.383,95.0
68.432,90.166,28.894,6.116,0.55,66.109,30.471,87.551,136.0
48.638,37.191,13.951,7.824,1.115,35.926,23.793,72.272,97.0
32.065,59.546,43.036,6.953,1.434,49.616,29.66,50.937,107.0
21.436,67.892,25.942,9.558,0.728,61.637,14.519,74.497,67.0
44.108,83.678,21.892,6.46,0.673,28.352,34.407,40.771,88.0
43.005,108.512,36.877,6.296,1.03,38.367,30.657,66.71,108.0
14.297,65.698,16.256,7.546,1.166,58.926,21.525,39.023,65.0
29.246,27.705,33.491,7.454,0.805,17.152,17.137,87.505,83.0
58.477,90.998,34.891,4.843,0.731,56.252,11.286,87.267,116.0
23.042,84.756,25.873,6.052,0.77,46.457,20.469,39.804,84.0
34.887,92.155,20.715,5.366,0.921,49.944,10.42,34.833,92.0
35.02,119.462,41.615,4.077,0.602,43.001,13.626,80.139,119.0
55.879,60.711,42.739,7.242,1.085,53.478,32.165,50.184,111.0
24.085,74.598,50.1,4.94,0.524,21.114,27.899,33.841,125.0
69.077,61.375,42.316,2.408,0.625,43.284,24.568,62.77,138.0
55.892,51.054,38.694,7.335,1.244,41.378,15.587,82.608,111.0
29.171,67.881,35.697,11.917,0.542,55.12,37.314,25.506,89.0
21.967,70.409,43.258,3.692,0.668,48.385,37.495,50.971,108.0
35.968,104.692,17.152,3.84,1.409,55.259,26.487,82.332,104.0
17.356,22.145,35.791,8.75,0.797,57.206,23.743,63.913,89.0
16.676,76.3,34.327,10.081,0.863,59.508,23.644,52.624,85.0
12.3,48.41,26.946,9.072,0.893,39.653,14.878,52.737,67.0
24.484,91.313,32.141,5.356,0.576,68.478,27.95,82.67,91.0
84.159,67.071,20.509,4.45,0.922,46.069,20.407,62.652,168.0
51.566,79.199,52.084,9.386,0.922,26.162,17.366,79.844,130.0
38.999,75.521,35.488,5.204,0.978,31.783,30.397,70.297,88.0
30.64,107.791,29.21,5.495,0.899,58.565,27.114,89.348,107.0
58.833,47.617,64.113,4.3,0.856,32.116,23.427,89.123,160.0
1.514,62.947,3.495,7.93,0.959,27.622,24.191,70.823,62.0
22.692,94.869,22.259,1.525,0.358,58.072,17.755,63.189,94.0
34.348,95.764,38.865,12.351,0.772,22.537,8.75,29.649,97.0
1.132,19.282,39.249,10.141,0.659,57.611,36.848,64.376,98.0
60.729,73.21,40.923,9.338,1.283,58.145,24.476,44.14,121.0
46.609,64.198,31.566,1.59,0.334,89.882,23.761,34.79,93.0
5.944,66.877,29.083,5.382,0.971,68.674,24.758,75.544,72.0
49.849,61.1,58.917,4.262,0.881,61.637,20.728,47.898,147.0
59.609,100.627,21.979,3.428,0.744,60.336,35.99,65.078,119.0
23.404,13.207,59.434,5.837,1.056,37.787,37.03,54.264,148.0
47.786,62.64,40.835,10.232,0.516,24.463,19.832,66.435,102.0
83.198,75.063,36.645,1.03,1.161,41.674,24.535,47.754,166.0
50.739,53.375,27.899,5.257,0.831,37.1,6.959,86.217,101.0
35.89,49.248,13.812,7.907,0.84,58.529,9.143,86.55,71.0
82.927,70.517,43.062,8.546,1.281,25.862,28.035,29.934,165.0
60.73,54.25,10.263,8.421,0.923,44.632,37.289,62.686,121.0
33.313,64.007,11.497,5.895,0.755,44.507,27.469,45.662,66.0
30.294,106.616,47.883,5.74,0.605,43.159,20.16,74.937,119.0
44.193,54.145,57.255,6.544,0.847,58.759,32.066,39.295,143.0
49.213,62.227,41.588,6.44,0.641,41.295,35.247,58.995,103.0
48.788,68.028,73.441,10.185,0.799,46.329,14.246,85.078,183.0
61.476,42.358,19.317,6.464,0.986,47.592,32.948,83.667,122.0
67.534,74.263,51.308,10.756,0.411,53.561,9.917,88.217,135.0
22.763,43.127,65.655,5.341,1.045,52.786,34.766,36.184,164.0
51.997,79.011,44.952,4.471,0.817,39.463,22.039,88.049,112.0
39.036,66.354,22.545,3.539,0.634,47.195,11.413,86.997,78.0
61.257,63.138,46.392,5.259,0.447,55.178,16.933,77.743,122.0
40.316,79.466,33.562,7.854,0.615,33.511,29.439,27.924,83.0
42.352,46.15,59.247,6.582,0.917,32.735,8.851,79.155,148.0
52.696,82.231,35.97,2.734,0.637,55.897,36.338,27.902,105.0
72.041,22.804,0.775,3.213,0.938,33.853,14.349,72.127,144.0
65.692,34.512,41.617,6.556,0.991,17.536,6.943,82.015,131.0
39.445,46.131,44.913,6.473,1.029,62.641,22.157,32.296,112.0
14.263,76.266,17.573,3.427,0.814,39.959,35.922,56.605,76.0
38.071,77.672,43.421,2.695,0.665,55.98,16.875,46.412,108.0
42.516,53.105,42.319,7.199,0.536,64.444,5.095,32.918,105.0
44.03,52.945,22.173,4.23,0.896,30.025,32.262,38.787,88.0
21.597,74.252,32.204,1.931,0.44,84.019,33.204,53.351,80.0
29.665,40.96,54.728,5.116,0.875,43.155,17.218,62.523,136.0
19.382,89.576,44.073,3.72,1.363,45.977,32.315,69.886,110.0
37.843,61.252,33.61,11.578,1.172,50.688,32.931,26.554,84.0
41.305,95.491,13.999,8.48,0.633,30.15,9.105,37.416,95.0
65.122,88.606,36.984,5.475,0.405,49.833,27.511,73.937,130.0
44.665,64.454,32.069,2.067,0.219,30.838,24.496,41.285,89.0
36.145,90.766,43.293,2.028,0.854,79.91,28.619,60.706,108.0
42.076,130.69,46.032,4.561,0.928,68.302,34.056,47.801,130.0
57.344,83.8,36.815,3.595,1.052,50.326,18.892,64.992,114.0
23.185,84.445,51.691,6.191,0.865,24.39,33.244,29.362,129.0
21.192,33.251,46.947,4.043,0.399,52.244,34.156,42.955,117.0
8.765,94.792,25.537,2.91,0.98,63.845,5.896,68.538,94.0
66.551,63.309,40.105,6.436,0.707,35.437,24.973,47.595,133.0
14.951,72.212,41.486,11.013,0.704,35.157,17.487,39.039,103.0
50.613,65.927,36.706,5.65,1.142,43.572,28.021,36.024,101.0
37.54,60.503,49.586,1.905,0.707,44.183,23.934,69.586,123.0
27.361,69.399,45.996,7.231,0.791,45.464,8.784,62.396,114.0
63.533,46.176,9.734,6.531,0.88,64.722,5.199,76.97,127.0
72.067,73.862,62.708,8.153,0.812,51.033,6.822,45.101,156.0
27.762,8.219,38.488,8.913,1.124,44.664,16.468,28.298,96.0
58.747,95.199,25.384,5.579,0.969,48.875,28.661,52.354,117.0
56.151,67.115,61.179,5.598,1.04,57.592,10.248,87.383,152.0
7.971,77.014,20.178,9.571,1.246,35.286,23.502,40.535,77.0
15.904,80.217,32.082,3.732,0.941,53.445,35.339,72.88,80.0
57.876,47.157,24.605,8.455,0.784,28.539,8.916,42.347,115.0
23.254,97.554,35.897,5.976,0.517,47.963,5.437,65.939,97.0
48.459,56.555,46.498,0.933,0.901,42.484,22.799,48.177,116.0
67.166,84.69,41.762,6.422,0.916,65.243,10.732,36.742,134.0
51.847,50.122,55.283,5.564,1.159,68.098,24.016,53.052,138.0
57.568,70.056,36.913,7.495,0.988,18.765,14.331,79.966,115.0
43.017,87.438,12.815,0.026,1.172,25.245,27.594,28.802,87.0
48.607,70.682,34.524,5.075,0.86,37.654,10.21,37.845,97.0
28.835,57.282,44.567,8.619,0.797,40.964,27.29,72.229,111.0
22.503,42.072,34.855,1.869,0.804,55.48,6.065,57.976,87.0
56.406,65.906,33.358,9.234,0.723,47.964,10.448,87.459,112.0
48.952,98.967,28.3,3.9,0.553,13.601,29.935,44.774,98.0
82.376,49.743,23.957,4.094,0.541,60.976,17.393,40.185,164.0
38.091,52.4,30.735,8.709,0.998,46.988,15.841,57.941,76.0
46.544,142.897,22.335,3.339,0.668,41.459,12.804,71.105,142.0
57.057,69.649,34.179,8.976,0.049,63.391,24.567,49.679,114.0
25.985,72.325,32.114,6.971,0.979,56.359,11.816,36.141,80.0
52.849,70.729,49.368,7.836,0.915,58.366,17.633,49.715,123.0
31.648,30.123,34.548,10.816,1.42,63.347,34.177,63.505,86.0
54.547,82.858,23.054,3.713,1.103,41.462,10.375,74.654,109.0
29.187,104.447,40.111,8.252,0.565,63.107,23.294,55.678,104.0
47.63,96.396,43.568,2.165,1.07,44.033,17.118,83.709,108.0
25.353,65.413,51.381,7.275,1.051,65.108,19.795,64.12,128.0
34.507,66.904,35.416,1.65,0.99,36.417,29.11,77.846,88.0
27.563,107.578,27.996,8.133,1.04,29.584,6.636,49.336,107.0
22.804,86.25,50.423,1.18,0.632,36.183,9.052,49.808,126.0
27.176,56.424,25.61,4.009,0.861,40.233,37.071,88.657,64.0
45.334,33.125,9.095,5.604,0.27,23.94,9.205,62.503,90.0
41.569,97.685,23.745,7.994,1.12,63.08,27.139,74.507,97.0
24.327,105.341,36.78,9.352,0.478,36.412,33.148,64.54,105.0
28.746,113.67,16.087,4.606,0.61,35.156,36.339,60.039,113.0
38.217,62.426,17.955,12.409,0.732,15.619,24.667,73.643,76.0
57.306,70.045,64.609,6.558,0.758,51.09,21.103,45.454,161.0
53.268,84.062,28.443,2.361,0.967,38.219,6.283,49.509,106.0
22.145,90.103,4.051,0.149,0.829,46.418,37.104,69.924,90.0
27.671,49.511,42.658,7.051,0.489,32.245,28.309,77.455,106.0
51.818,27.734,38.527,10.502,1.158,52.582,27.684,28.996,103.0
52.265,58.041,46.361,2.81,1.152,53.568,26.454,37.575,115.0
43.326,104.227,38.154,7.682,0.919,36.04,21.719,36.912,104.0
43.408,64.624,35.539,3.514,0.551,58.667,16.932,51.741,88.0
29.897,49.8,38.725,10.074,0.776,95.344,18.893,85.613,96.0
43.638,43.05,28.504,5.528,0.66,40.924,35.87,59.994,87.0
44.325,6.616,39.508,5.823,0.533,25.927,29.093,27.027,98.0
48.919,101.922,27.595,3.736,0.512,62.821,10.905,53.398,101.0
12.151,111.65,10.548,7.711,1.126,42.238,20.088,85.044,111.0
39.173,64.261,42.348,2.638,0.815,73.755,18.014,62.475,105.0
70.336,92.881,55.325,6.751,1.288,43.52,15.163,70.659,140.0
57.851,80.371,21.486,6.879,0.48,42.967,22.982,67.465,115.0
17.558,62.815,33.444,4.55,0.947,46.277,8.532,30.348,83.0
41.017,77.82,30.88,5.034,1.025,40.843,14.321,50.99,82.0
52.722,62.569,22.113,3.772,0.94,41.02,26.583,66.722,105.0
59.367,47.619,21.978,6.387,0.875,29.05,19.842,31.969,118.0
40.849,60.325,10.424,6.194,0.421,46.601,12.613,82.597,81.0
